Title,Link,Description,Tags
Credit Based Schemes For SC - Term Loan (TL),https://www.myscheme.gov.in/schemes/cbssc-tl,A loan scheme by Ministry of Social justice and Empowerment for Entrepreneur of Scheduled Caste Category.,"Entrepreneur, Scheduled Caste, Socities, Companies"
Credit Enhancement Guarantee Scheme For The Scheduled Castes,https://www.myscheme.gov.in/schemes/cegssc,a loan scheme by the Ministry of Social justice and Empowerment for Entrepreneurs of Scheduled Caste Category.,"Entrepreneur, Scheduled Caste, Companies, Societies"
Cycle Anudaan Yojana,https://www.myscheme.gov.in/schemes/say,"A labor department initiated a scheme ""Cycle Anudan Yojana' in 2018 for the construction worker of Madhya Pradesh and provide them financial assistance for cycle.","Cycle, Workers, Financial, Transportation"
Cycle Distribution Scheme,https://www.myscheme.gov.in/schemes/cds,"Under this scheme, tribal girl students in Class 11th who travel more than 2 km to reach school and did not receive a bicycle in Class 9th are given a cash amount equivalent to the cost of a bicycle.","Cycle, Bicycle, Girl Student, Scheduled Tribe"
Cycle Scheme for the Children of Construction Workers (P.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/csccwpbocwwb,"The ""Cycle Scheme for the Children of Construction Workers'' by the BOCW Welfare Board, Department of Labour, Punjab, is a welfare scheme that provides free cycles to the children of registered construction workers once during the period they study in 9th to 12th class in the State of Punjab.","Labour, Building Worker, Construction Worker, Children, Cycle"
Cycle Sahayata Yojana,https://www.myscheme.gov.in/schemes/csy-j,"""Cycle Sahayata Yojana"" is a scheme by the Department of Labour, Employment, Training & Skill Development Govt of Jharkhand. Applications for this scheme are accepted online through the official website of the department. In this scheme, bicycles are provided to the women workers.","Woman, Construction Worker, Social Welfare"
Dalit Bandhu,https://www.myscheme.gov.in/schemes/dalit-bandhu,The Dalit Bandhu Scheme is a welfare program launched by the state government of Telangana in India in Aug'2021. The scheme is aimed at providing financial assistance to families belonging to the Scheduled Caste (SC) community in the state to help them become economically self-reliant.,"Dalit Bandhu Scheme, Telangana Dalit Bandhu, Scheduled Caste, Direct Benefit Transfer, Economic Development, Reduce Poverty And Promote Entrepreneurship, Social Welfare"
Danveer Bhamashah Honors- Chhattisgarh,https://www.myscheme.gov.in/schemes/dbhchh,"The scheme is implemented by the Social Welfare Department, Government of Chhattisgarh, aims to encourage spirit of charity, harmony, patriotism, sacrifice and cultural devotion among all sections of the society in the state.","Bhamashah, Award, Charity, Patriotism, Social Service"
Dattopant Thengadi Mratak Shramik Aarthik Sahayata Yojana,https://www.myscheme.gov.in/schemes/dtlfas,"The Government of Uttar Pradesh initiated a scheme ""Dattopant Thengadee Mrtak Shramik Aarthik Sahaayata Yojana"" to the families of deceased workers.","Financial Assistance, Social Welfare, Death Benefits"
Death Assistance Scheme (BBOCWWB),https://www.myscheme.gov.in/schemes/dasbbocwwb,"The ""Death Assistance"" scheme provides financial assistance to the legal heir in the case of natural death or accidental death of the registered worker. If the death occurs during a disaster and a grant has already been given by Disaster Management, only ₹1,00,000/- will be payable by the Board.","Construction Workers, Building Worker, Death, Financial Assistance"
Death Assistance For Registered Worker (HBOCWWB),https://www.myscheme.gov.in/schemes/darw-hbocwwb,"The scheme “Death Assistance for Registered Worker (HBOCWWB)” was launched by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department Haryana.","Construction Worker, Death, Financial Assistance, Dependent Family Member"
Death Assistance Scheme (MPBOCWWB),https://www.myscheme.gov.in/schemes/dasmpbocwwb,"Launched on 2004, the scheme ""Death Assistance Scheme"" is a welfare scheme by the Building and Other Construction Workers Welfare Board (MPBOCWWB), Government of Madhya Pradesh. The scheme provides funeral assistance and ex-gratia payment to the heir of a worker in the event of their death.","Worker, Construction, Death, Funeral, Accident, Disability"
Death Benefit (A.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/dbabocwwb,"Under this scheme, financial assistance shall be given to the nominees/dependents of a registered worker towards death benefit, in case of normal death or due to an accident during the course of employment.","Death, Financial Assistance, Building Worker, Construction Worker, Labour"
Death Benefit (ANBOCWWB),https://www.myscheme.gov.in/schemes/dbanbocwwb,The scheme provides financial assistance to the nominees or dependents of workers engaged in Building or Other Construction Works in Andaman & Nicobar Islands in the event of their natural or accidental death.,"Financial Assistance, Building Worker, Construction Worker, Accident, Labour"
Death Benefit (MBOCWWB),https://www.myscheme.gov.in/schemes/dbmbocwwb,"Under the scheme, financial assistance shall be provided to the nominees or dependents of registered construction workers in the event of their natural or accidental death during the course of employment.","Death, Building Worker, Construction Worker, Labour, Financial Assistance"
Death Benefit,https://www.myscheme.gov.in/schemes/dbftcwwb,"The ""Death Benefit'' scheme by the BOCW Welfare Board, Labour Department, West Bengal, is a welfare scheme that provides financial assistance to the nominee(s) of the beneficiary as death benefit.","Labour, Building Worker, Construction Worker, Death Benefit, Accidental Death, Normal Death"
Central Sector Scheme for Rehabilitation of Bonded Labourer,https://www.myscheme.gov.in/schemes/cssrbl,"The scheme addresses eradicating bonded labour in India. It introduces varying rehabilitation assistance amounts based on beneficiary categories, such as adults, children, women, and extreme cases, with provisions for annuity schemes and Direct Benefit Transfer.","Rehabilitation, Labour, DBT, Trafficking, Social Justice"
Central Sector Scheme of National Fellowship for Providing Fellowship to Scheduled Caste Students to Pursue M.Phil. & PhD,https://www.myscheme.gov.in/schemes/ccsnfpfscsmap,"The scheme provides opportunities to Scheduled Castes students to pursue higher education leading to M.Phil/Ph.D degrees in Sciences, Humanities and Social Science streams. The objective of the scheme is to provide fellowships in the form of financial assistance to SC students.","Fellowship, Scheduled Caste, Research, Social Justice, PhD"
Centrally Sponsored Scheme of Pre-matric Scholarship to Other Backward Classes (OBC) for Studies in India,https://www.myscheme.gov.in/schemes/csspremsobcsi,"""Centrally Sponsored Scheme of Pre-matric Scholarship to Other Backward Classes for Studies in India"" is a Scholarship Scheme by the Ministry of Social Justice and Empowerment. The objective is to award scholarships to school-going children of poorer OBC parents.","Scholarship, Other Backward Class, OBC, Pre-Matric, Student"
"Centrally Sponsored Scheme for Implementation of the Protection of Civil Rights Act, 1955 and the Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Act, 1989",https://www.myscheme.gov.in/schemes/cssipcra1scstpaa1,"The scheme aims to ensure effective implementation of Protection of Civil Rights Act, 1955 and Prevention of Atrocities Act, 1989. It provides relief, rehabilitation, and support to Scheduled Castes and Scheduled Tribes victims of atrocities and incentives for inter-caste marriages.","Scheduled Caste, Scheduled Tribe, Relief, Rehabilitation, Marriage, Court"
Centrally Sponsored Scheme of Post-Matric Scholarship for OBC Students for studying in India,https://www.myscheme.gov.in/schemes/csspostmsossi,The objective of the scheme is to provide financial assistance to OBC students studying at the post-matriculation or post-secondary stage to enable them to complete their education. These scholarships shall be available for studies in India only and will be disbursed via Direct Benefit Transfer.,"Scholarship, Other Backward Class, OBC, DBT, Post-Matric, Education"
Centrally Sponsored Scheme of Upgradation of Merit of Scheduled Caste Students,https://www.myscheme.gov.in/schemes/css-umscs,"The scheme aims to upgrade the merit of Scheduled Caste students by providing them with facilities for all round development through education in residential or non-residential schools, addressing their educational deficiencies that prevent them from taking advantage of reservation quotas.","Student, School, Education, Scholarship, Merit"
Centrally-Sponsored Scheme Of Pre-Matric Scholarship For Scheduled Caste Students Studying In Classes 9th & 10th,https://www.myscheme.gov.in/schemes/pre-sc,"A scholarship scheme by Ministry of Social Justice & Empowerment for regular, full-time students from Scheduled Castes studying in Class 9th and 10th in a Govt. School / a School recognized by Govt. / CBSE / State Board of Secondary Education.","Pre Matric, Scholarship, Scheduled Caste, Student, Social Welfare, Person With Disability"
Chanakya Swayam Upadhi Scheme for Micro Entrepreneurship - Transport Operator,https://www.myscheme.gov.in/schemes/csusme-to,"The ""Chanakya Swayam Upadhi Scheme for Micro Entrepreneurship - Transport Operator"" provides subsidies for the purchase of Four-wheelers to unemployed youth for their livelihood. This scheme is applicable for economically weak Brahmins of Andhra Pradesh, who want to settle as transport operators.","Financial Assistance, Employment, Brahmin"
Chhattisgarh Mukhyamantri Kanya Vivah Yojana,https://www.myscheme.gov.in/schemes/cmkvy,"In view of the difficulty faced by poor families regarding the marriage of the girl child, the Mukhyamantri Kanya Vivah Yojana has been implemented.","Financial Assistance, Girl Marriage, BPL Category, Group Marriages"
Chief Minister BC & EBC Chhatravas Anudan Yojana,https://www.myscheme.gov.in/schemes/cmbccay,"The ""Chief Minister BC & EBC Chhatravas Anudan Yojana"", implemented by the Backward Classes and Extremely Backward Classes Welfare Department, provides financial assistance to students from Backward Classes (BC) and Extremely Backward Classes (EBC) residing in government hostels.","Backward Classes, Extremely Backward Classes, Hostel Grant, Student Accommodation"
Chief Minister Breakfast Scheme,https://www.myscheme.gov.in/schemes/tncmbs,The objective of the Tamil Nadu Chief Minister Breakfast Scheme is that Breakfast will be provided to primary school children from 1st to 5th standard studying in Government schools on all school working days.,"Primary School, Student, Breakfast, Food, Children"
Compensation Amount Towards Cattle Injury Caused by Forest Animals,https://www.myscheme.gov.in/schemes/caicoloabfabfa,"Launched on 6th February 2024, the scheme ""Compensation Amount towards Cattle Injury Caused by Forest Animals"" by the Forest Department, Government of Madhya Pradesh, provides compensation in case of death of cattle due to attacks by wild animals.","Animal, Forest, Financial Assistance, Death, Compensation, Injury, Cattle"
Computer Training Scheme for Visually Impaired Persons,https://www.myscheme.gov.in/schemes/ctsfvip,The scheme helps visually impaired individuals by giving them computer and screen-reading training and providing a laptop to the beneficiaries.,"Computer, Training, Person With Disability, Visually Impaired"
Computer Training Scheme,https://www.myscheme.gov.in/schemes/cts,The scheme is being operated with the objective to provide better chances of employment to the youth by enhancing their skills.,"Education, Training, Unemployment, Youth Empowerment"
Concession in Railway Travel,https://www.myscheme.gov.in/schemes/iocfortc,"The scheme ""Concession in Railway Travel"" was launched by the Dept. of Art & Culture, Tamil Nadu. Under the scheme, individual artists and troupes are allowed to travel in the train on concession by the Railways. A concession certificate will be issued by Mandram.","Artist, Travel, Railway, Culture"
Compensation for Loss of Life and Property Caused by Wild Animals in and around Forest Areas: Assistance in case of Death/Injury/Disability due to Wild Animal Attack,https://www.myscheme.gov.in/schemes/chwdfhl,"The scheme aims to provide timely financial assistance and relief to individuals or their dependents in cases of death, injury, or disability caused by attacks from wild animals such as tigers, leopards, elephants, bears, crocodiles, snakes, and other specified species in and around forest","Wild Animal Attack, Injury Compensation, Death Compensation, Disability Assistance, Financial Assistance"
Compensation for Loss of Life and Property Caused by Wild Animals in and around Forest Areas: Assistance for Loss of Cattle Due to Wild Animal Attacks,https://www.myscheme.gov.in/schemes/cllpcwaadlwfasr,"The scheme aims to provide financial assistance to owners of domestic animals who suffer losses due to attacks by wild animals in forest areas and their surroundings. Under this scheme, a grant ranging from ₹3,000 to ₹40,000 per animal is provided, depending on the species and extent of loss.","Domestic Animals, Wild Animal Attacks, Compensation, Livestock Loss, Loss Of Cattle"
Concessional Bus Travel Facility to Women above 60 years of age- Punjab,https://www.myscheme.gov.in/schemes/cbtfw60ya-p,"Under the scheme, all the women of 60 years and above residing in the State of Punjab have been given the benefit w.e.f. 12.11.1999 for 50% concession in bus fare in the Punjab Roadways and Pepsu Road Transport Corporation Buses.","Bus Travel, Woman, Concessional Bus Fare, Senior Citizen"
"Construction of Sports Infrastructure Facilities (Badminton, Table Tennis, Squash, Indoor Cricket, Basketball, Volleyball, Football, Hockey, and Swimming) in Private Sector",https://www.myscheme.gov.in/schemes/gfcosi,"The scheme aims to provide grants of 25% of the total cost, up to a maximum of ₹50.00 lakh, for the construction of sports infrastructure facilities in the private sector, including Badminton, Table Tennis, Squash, Indoor Cricket, Basketball, Volleyball, Football, Hockey, and Swimming.","Sports Infrastructure, Employment Generation, Sports"
Continuation of Pension (K.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/copkbocwwb,"The ""Continuation of Pension'' by the BOCW Welfare Board, Department of Labour, Karnataka, is a welfare scheme that provides a monthly pension to registered construction workers who have paid subscriptions for at least three (3) years.","Labour, Construction Workers, Building Worker, Pension"
Fatal Accident Relief - Telangana,https://www.myscheme.gov.in/schemes/far-tbocwwb,"The ""Fatal Accident Relief"" scheme is a welfare initiative by the Telangana Government aimed at providing financial support to the nominee, dependents, or legal heirs of registered building and other construction workers in the unfortunate event of their accidental death.","Financial Assistance, Accidental Death, Construction Workers"
Fee Reimbursement Scheme,https://www.myscheme.gov.in/schemes/frs,The Uttar Pradesh government has decided to launch UP Fee Reimbursement Scheme to reimburse fees and give scholarships to students from backward classes.,"Financial Assistance, Higher Education, Student Welfare"
Fee Waiver Scheme For SC/ST Students Pursuing Higher Education,https://www.myscheme.gov.in/schemes/fwsscstsphe,"""Fee Waiver Scheme for SC/ST Students Pursuing Higher Education"" provides free access to every SC/ST student, to the institutions of higher learning so that that no eligible SC/ST students are deprived of higher education for want of resources.","Scholarship, Scheduled Caste, Scheduled Tribe, Student, Education"
Festival Gift Coupons (Sainik Welfare),https://www.myscheme.gov.in/schemes/fgc,"The scheme ""Festival Gift Coupons"" is a Welfare Scheme by the Armed Forces Flag Day Fund of the Department of Sainik Welfare, Puducherry. The objective of the scheme is to provide Festival Gift Coupons worth ₹4,000/- per annum to the Non-Pensioner ESMs who are 60 years or older in age.","Financial Asisstance, Festival, Sainik, Ex-Serviceman, Widow"
Financial Assistance (Kanyadaan) on the Occasion of Marriage of Daughter- Haryana Silicosis Board,https://www.myscheme.gov.in/schemes/fakomd-hsb,"Under this scheme, financial assistance of ₹51,000/- is provided to workers suffering from silicosis, as confirmed by the Silicosis Diagnosis Board, Haryana, for the marriage of up to three of their daughters.","Financial Assistance, Kanyadaan, Marriage Of Daughter, Silicosis, Worker"
Financial Assistance After Death (UKBOCWWB),https://www.myscheme.gov.in/schemes/ndafcwu,The scheme provides financial assistance of ₹2 lakh in case of natural death and ₹4 lakh in case of accidental death to the dependents of registered construction workers.,"Labour, Construction Worker, Death Assistance, Insurance"
Financial Assistance For Aids And Appliances For Disabled Persons,https://www.myscheme.gov.in/schemes/faaadp,"The ""Financial Assistance for Aids and Appliances for Disabled Persons"" is a scheme by the Govt. of Maharashtra. The objective of this scheme is to provide assistance to Persons with Disabilities (PwDs) for the purchase of aids and appliances as per their age group and the type of disability.","Aids And Appliances, Person With Disability, Financial Assistance, Social Welfare"
Financial Assistance For Marriage (APB&OCWWB),https://www.myscheme.gov.in/schemes/famapbandocwwb,"The scheme “Financial Assistance for Marriage” was started by the Department of Labour and Employment, Govt. of Arunachal Pradesh for the registered workers of Arunachal Pradesh Building & Other Construction Workers Welfare Board (APB&OCWWB).","Construction Worker, Marriage, Financial Assistance"
Financial Assistance For Education Of Children Of Registered Worker (HBOCWWB),https://www.myscheme.gov.in/schemes/faecrw-hbocwwb,"The scheme “Financial Assistance for Education of Children of Registered Worker (HBOCWWB)” was launched by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department Haryana.","Construction Workers, Children, Scholarship, Financial Assistance, Students, Education"
Financial Assistance For Purchase Of Stationery To SC/ST/OBC/Minorities Students,https://www.myscheme.gov.in/schemes/fafps,Welfare scheme of Department For The Welfare Of SC/ST/OBC’s/Minorities to provide help for purchase of stationery to SC/ST/OBC/Minorities Students of 1st to 12th class studying Govt. of India/GNCT of Delhi/Aided Recognized schools.,"Financial Assistance, Scheduled Caste, Scheduled Tribe, Other Backward Classes, Minorities, Purchase Of Stationery, Students"
Dalit Bandhu,https://www.myscheme.gov.in/schemes/dalit-bandhu,The Dalit Bandhu Scheme is a welfare program launched by the state government of Telangana in India in Aug'2021. The scheme is aimed at providing financial assistance to families belonging to the Scheduled Caste (SC) community in the state to help them become economically self-reliant.,"Dalit Bandhu Scheme, Telangana Dalit Bandhu, Scheduled Caste, Direct Benefit Transfer, Economic Development, Reduce Poverty And Promote Entrepreneurship, Social Welfare"
Danveer Bhamashah Honors- Chhattisgarh,https://www.myscheme.gov.in/schemes/dbhchh,"The scheme is implemented by the Social Welfare Department, Government of Chhattisgarh, aims to encourage spirit of charity, harmony, patriotism, sacrifice and cultural devotion among all sections of the society in the state.","Bhamashah, Award, Charity, Patriotism, Social Service"
Dattopant Thengadi Mratak Shramik Aarthik Sahayata Yojana,https://www.myscheme.gov.in/schemes/dtlfas,"The Government of Uttar Pradesh initiated a scheme ""Dattopant Thengadee Mrtak Shramik Aarthik Sahaayata Yojana"" to the families of deceased workers.","Financial Assistance, Social Welfare, Death Benefits"
Death Assistance Scheme (BBOCWWB),https://www.myscheme.gov.in/schemes/dasbbocwwb,"The ""Death Assistance"" scheme provides financial assistance to the legal heir in the case of natural death or accidental death of the registered worker. If the death occurs during a disaster and a grant has already been given by Disaster Management, only ₹1,00,000/- will be payable by the Board.","Construction Workers, Building Worker, Death, Financial Assistance"
Death Assistance For Registered Worker (HBOCWWB),https://www.myscheme.gov.in/schemes/darw-hbocwwb,"The scheme “Death Assistance for Registered Worker (HBOCWWB)” was launched by the Haryana Building and Other Construction Workers Welfare Board (HBOCWWB), Labour Department Haryana.","Construction Worker, Death, Financial Assistance, Dependent Family Member"
Death Assistance Scheme (MPBOCWWB),https://www.myscheme.gov.in/schemes/dasmpbocwwb,"Launched on 2004, the scheme ""Death Assistance Scheme"" is a welfare scheme by the Building and Other Construction Workers Welfare Board (MPBOCWWB), Government of Madhya Pradesh. The scheme provides funeral assistance and ex-gratia payment to the heir of a worker in the event of their death.","Worker, Construction, Death, Funeral, Accident, Disability"
Death Benefit (A.B.O.C.W.W.B),https://www.myscheme.gov.in/schemes/dbabocwwb,"Under this scheme, financial assistance shall be given to the nominees/dependents of a registered worker towards death benefit, in case of normal death or due to an accident during the course of employment.","Death, Financial Assistance, Building Worker, Construction Worker, Labour"
Death Benefit (ANBOCWWB),https://www.myscheme.gov.in/schemes/dbanbocwwb,The scheme provides financial assistance to the nominees or dependents of workers engaged in Building or Other Construction Works in Andaman & Nicobar Islands in the event of their natural or accidental death.,"Financial Assistance, Building Worker, Construction Worker, Accident, Labour"
Death Benefit (MBOCWWB),https://www.myscheme.gov.in/schemes/dbmbocwwb,"Under the scheme, financial assistance shall be provided to the nominees or dependents of registered construction workers in the event of their natural or accidental death during the course of employment.","Death, Building Worker, Construction Worker, Labour, Financial Assistance"
Death Benefit,https://www.myscheme.gov.in/schemes/dbftcwwb,"The ""Death Benefit'' scheme by the BOCW Welfare Board, Labour Department, West Bengal, is a welfare scheme that provides financial assistance to the nominee(s) of the beneficiary as death benefit.","Labour, Building Worker, Construction Worker, Death Benefit, Accidental Death, Normal Death"
Financial Assistance To Disabled For Self Employment,https://www.myscheme.gov.in/schemes/fadse,"The objective of this scheme is to facilitate the self-employment of unemployed disabled persons. Under this scheme, financial assistance is provided to persons with disabilities for self-employment, small-scale business, and agro-based project. This scheme is 100% funded by Govt. of Maharashtra.","Persons With Disability, Social Welfare, Financial Assistance, Entrepreneurship, Business"
"Financial Assistance To Disabled Students Pursuing (10th, 11th, 12th Equivalent Exams)",https://www.myscheme.gov.in/schemes/fadsp1012e,"The scheme “Financial Assistance to Disabled Students Pursuing (10th, 11th, 12th Equivalent Exams)” was launched by the Department of Social Justice, Government of Kerala.","Financial Assistance, Student, Disabled, PwD, APL, BPL"
Financial Assistance To Ex-Convicts,https://www.myscheme.gov.in/schemes/fae-c,"The scheme “Financial Assistance to Ex-Convicts” was launched by the Department of Social Justice, Government of Kerala. This scheme is implemented by the Department of Social Justice to help those released from jail from poor economic conditions to find their livelihood.","Ex-Convict, Financial Assistance, Jail, BPL, Self-employment"
Financial Assistance To Inter-Caste Married Couples (Except SC/ST Category),https://www.myscheme.gov.in/schemes/faimcescstc,"The scheme “Financial Assistance to Inter-Caste Married Couples (Except SC/ST Category)” was launched by the Department of Social Justice, Government of Kerala.","Inter-Caste, Financial Assistance, Marriage, Legally Married, Couples"
Financial Assistance To Gad-Hanjis,https://www.myscheme.gov.in/schemes/fagh,"In the ""Financial Assistance to Gad-Hanjis"", financial assistance for the purchase of Nylon Twine is provided to the Licensed Fisherman by the Social Welfare Department. The beneficiary shall approach the concerned District Social Welfare Officer (DSWO) for submission of the application.","Fisherman, Financial Assistance, Social Welfare"
Financial Assistance To Institutions/Societies Belonging To Scheduled Castes/Backward Classes,https://www.myscheme.gov.in/schemes/faisbscbc,"The scheme “Financial Assistance to Institutions/Societies Belonging to Scheduled Castes/Backward Classes” was launched by the Department of Welfare of Scheduled Castes & Backward Classes, Government of Haryana.","Institution, Society, Financial Assistance, Scheduled Caste, Backward Class, Construction Of Building"
Financial Assistance To Kashmiri Migrants Families Scheme,https://www.myscheme.gov.in/schemes/fakmfs,"Through the “Financial Assistance To Kashmiri Migrants Families Scheme” by the Dept of Social Justice and Empowerment, Govt of Haryana, financial assistance of ₹1,250/- per month per family member is provided for five years to the Kashmiri families which have migrated from J&K to Haryana.","Kashmiri, Migrants, Financial Assistance, Jammu And Kashmir, Family"
Financial Assistance To Women And Girl Acid Attack Victims,https://www.myscheme.gov.in/schemes/fawgav,"The scheme “Financial Assistance to Women and Girls Acid Attack Victims” by the Govt. of Haryana, provides financial assistance in the form of a monthly pension to the women/girls residing in Haryana who have suffered disfigurement of any part of the body or have become disabled due to acid attack.","Acid Attack, Woman, Girl, Social Welfare, Victim, Financial Asisstance"
Financial Assistance To Visually Impaired Advocates,https://www.myscheme.gov.in/schemes/favia,"The scheme “Financial Assistance to visually impaired Advocates” was launched by the Department of Social Justice, Government of Kerala.","Advocate, Visually Impaired, Financial Assistance, Court, Blind"
Financial Assistance Under The National Fund For Persons With Disabilities,https://www.myscheme.gov.in/schemes/fanf-pwd,A scheme by DoEPwDs for providing financial assistance to the Persons with Disabilities (PwDs) in support of various livelihood activities. The objective of these guidelines is to provide a framework to support financial assistance under the Fund for relevant core areas  for empowerment of PwDs.,"Disability, PwD, Differently Abled, Empowerment, Financial Assistance"
Financial Assistance as Shagun in Marriage of Man Workers or Son of Workers - Haryana Labour Welfare Board,https://www.myscheme.gov.in/schemes/fasmmwsw-hlwb,"This scheme was started by the Haryana Labour Welfare Board (HLWB), Labour Department, Government of Haryana on 15.01.2019. Under this scheme, financial assistance of ₹21,000/- will be provided as Shagun for the marriage of workers' sons and unmarried male workers themselves.","Marriage, Worker, Financial Assistance, Son, Shagun"
Financial Assistance To Self-Employment For Trained Disabled Persons,https://www.myscheme.gov.in/schemes/fasetdp,"The ""Financial Assistance to Self-Employment for Trained Disabled Persons"" is a scheme by the Govt. of Maharashtra. The objective of this scheme is to provide financial assistance to facilitate the purchase of equipment for those disabled persons who are completing their vocational training.","Persons With Disability, Social Welfare, Employment, Financial Assistance"
Financial Assistance To Non-School Going Disabled Children Scheme,https://www.myscheme.gov.in/schemes/fansgdcs,"The scheme “Financial Assistance To Non-School Going Disabled Children Scheme” was launched by the Department of Social Justice and Empowerment, Government of Haryana during the years 2008-09.","Disabled Children, School, Financial Assistance, Mentally Retarded, Disability"
Financial Assistance To Poor & Needy Widow Women,https://www.myscheme.gov.in/schemes/fapnw,"""Financial Assistance to Poor & Needy Widow Women"" is a scheme by the Department of Social Welfare, Govt. of Manipur. The objective of the scheme is to provide social security by way of financial assistance to widows in the age group of 18-40 years.","Women, Financial Assistance, Social Welfare"
Financial Assistance as Interest Subsidy on Home Loan,https://www.myscheme.gov.in/schemes/faishl,"The scheme aims to provide 50% reimbursement of interest on home loans up to ₹1,00,000 for eligible war widows, war bereaved families, war disabled personnel, and attributable peacetime casualties.","Housing, Loan, Ex-servicemen, Disabled"
Financial Assistance To The Child Victims Of Violence Under TheNational Foundation For Communal Harmony,https://www.myscheme.gov.in/schemes/facvv-nfch,"The scheme provides financial assistance for the physical & psychological rehabilitation of child victims of communal, caste, ethnic & terrorist violence with special reference to their care, education & training, besides promoting communal harmony,","Education, Child Victim, Insurance, Orphan, Destitute, Below Poverty Line"
Financial Assistance for Artificial Limbs to Workers and their Dependents- Haryana Labour Welfare Board,https://www.myscheme.gov.in/schemes/faalwd-hlwb,"Under this scheme, financial assistance is provided for artificial limbs upto rates fixed by Saket Hospital, Chandimandir(Panchkula). This assistance is available to workers employed in industrial &commercial units in Haryana and their dependents, who become disabled due to the loss of vital organs.","Worker, Financial Assistance, Artificial Limbs, PwD, Disability, Labour"
Financial Assistance for Construction of Toilet (UKBOCWWB),https://www.myscheme.gov.in/schemes/sctukbocwwb,"The scheme provides financial assistance of up to ₹12,000/- to registered construction workers for building toilets. The assistance is disbursed in two installments: the first installment of ₹8,000/- and the second installment of ₹4,000/-.","Toilet, Construction Worker, Labour, Building Worker, Financial Assistance"
Financial Assistance for Daughter's Marriage (UKBOCWWB),https://www.myscheme.gov.in/schemes/afdmcw,"The scheme aims to provide financial assistance of ₹51,000/- per marriage for the marriage of registered construction workers themselves or for the marriage of up to two daughters.","Labour, Marriage, Construction Worker, Girl Marriage"
Financial Assistance for Education for the Construction Workers,https://www.myscheme.gov.in/schemes/fafeftcw,"The ""Financial Assistance for Education for the Construction Workers'' by the BOCW Welfare Board, Labour Department,  U.T. Administration of DNH & DD, is a welfare scheme that provides reimbursement for education of up to two children of the members.","Labour, Education Assistance, Student, Building Worker, Construction Worker"
Financial Assistance for Cremation (BBOCWWB),https://www.myscheme.gov.in/schemes/fafcbbocwwb,"The scheme ""Financial Assistance for Cremation"" by the Bihar Building & Other Construction Workers Welfare Board, Labour Resources Department, Government of Bihar, provides financial assistance of ₹5,000/-to the dependents of the deceased worker for performing cremation.","Construction, Building, Labour, Financial Assistance, Worker, Death"
Financial Assistance for Education of Self/ Children of Beneficiaries,https://www.myscheme.gov.in/schemes/fafeoscob,"The ""Financial Assistance for Education of Self/ Children of Beneficiaries'' scheme by the BOCW Welfare Board, Labour Department, West Bengal, is a welfare scheme that provides financial assistance to the registered member or their children studying Higher Secondary and above.","Labour, Building Worker, Construction Worker, Education, Study, Scholarships"
Financial Assistance for Girl Child Attend Her Age of 18,https://www.myscheme.gov.in/schemes/fagcaha18,"The Financial Assistance for Girl Child Attend Her Age of 18 scheme provides financial assistance in the form of a fixed deposit of ₹1,00,000/- for each female child of a registered worker or spouse who has undergone a family planning operation after the birth of one female child.","Financial Assistance, Fixed Deposit, Girl Child, Construction Worker"
Financial Assistance for Funeral Expenses (JKBOCWWB),https://www.myscheme.gov.in/schemes/fafejkbocwwb,"The “Financial Assistance for Funeral Expenses” scheme by the BOCW Welfare Board, Labour Department, Jammu and Kashmir, is a welfare scheme that provides financial assistance to the nominees of a deceased registered member for covering funeral expenses.","Building Worker, Construction Worker, Labour, Death, Funeral Expenses"
E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme for Daughter’s of Poor Widows: Scheme-II,https://www.myscheme.gov.in/schemes/evrmnmasfdopwsii,"The ""E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme for Daughters of Poor Widows: Scheme-II"" was launched by the Social Welfare and Women Empowerment Department, Tamil Nadu. The scheme aims to help poor widow mothers by providing financial assistance for the marriage of their daughter's.","Widow, Financial Assistance, Marriage, Daughter"
E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme for Daughter’s of Poor Widows: Scheme-I,https://www.myscheme.gov.in/schemes/evrmnmasfdopwsi,"The 'E.V.R. Maniammaiyar Ninaivu Marriage Assistance Scheme for Daughters of Poor Widows: Scheme-I' was launched by the Social Welfare and Women Empowerment Department, Tamil Nadu. The scheme aims to help poor widow mothers by providing financial assistance for the marriage of their daughters.","Widow, Marriage, Financial Assistance, Daughter"
Early Intervention Centre for Infants and Young Children with Hearing Impairment,https://www.myscheme.gov.in/schemes/eicfiaycwhi,"The ""Early Intervention Centre for Infants and Young Children with Hearing Impairment"" was launched by the Department for the Welfare of Differently Abled Persons, Government of Tamil Nadu. Under this scheme, Infants and young children with hearing impairment are given training to develop speech.","Disability, Young Children, Hearing Impairment, Infant"
